data_type;address;label;value
Holding Registers;40255;D/G#3 DO Engine Return Flow;0
Holding Registers;40257;D/G#3 HO Transfer Flow;0
Holding Registers;40259;D/G#3 HO Engine Inlet Flow;0
Holding Registers;40261;D/G#3 HO Engine Return Flow;0
Holding Registers;40263;D/G#3 Engine Running hours;0
Holding Registers;40301;D/G#4 T/C Outlet Temp;0
Holding Registers;40302;D/G#4 Oil Mist Level;0
Holding Registers;40303;D/G#4 Stator Winding Temp U;0
Holding Registers;40304;D/G#4 Stator Winding Temp V;0
Holding Registers;40305;D/G#4 Stator Winding Temp W;0
Holding Registers;40306;D/G#4 Bearing Temp (Fly-wheel side);0
Holding Registers;40307;D/G#4 Bearing Temp (Anit-Fly-wheel side);0
Holding Registers;40308;D/G#4 Cyl 1 Exhaust Temp;0
Holding Registers;40309;D/G#4 Cyl 2 Exhaust Temp;0
Holding Registers;40310;D/G#4 Cyl 3 Exhaust Temp;0
Holding Registers;40311;D/G#4 Cyl 4 Exhaust Temp;0
Holding Registers;40312;D/G#4 Cyl 5 Exhaust Temp;0
Holding Registers;40313;D/G#4 Cyl 6 Exhaust Temp;0
Holding Registers;40314;D/G#1 T/C Inlet Temp;0
Holding Registers;40315;D/G#4 Fuel Oil Pressure;0
Holding Registers;40316;D/G#4 Jacket Water Pressure;0
Holding Registers;40317;D/G#4 Cooler Water Pressure;0
Holding Registers;40318;D/G#4 Engine LO Pressure;0
Holding Registers;40319;D/G#4 Turbo LO Pressure;0
Holding Registers;40320;D/G#4 Intake Air Pressure;0
Holding Registers;40321;D/G#4 Jacket Water Inlet Temp;0
Holding Registers;40322;D/G#4 Jacket Water Outlet Temp;0
Holding Registers;40323;D/G#4 Cooler Water Inlet Temp;0
Holding Registers;40324;D/G#4 Cooler Water Outlet Temp;0
Holding Registers;40325;D/G#4 LO Cooler Inlet Temp;0
Holding Registers;40326;D/G#4 LO Cooler Outlet Temp;0
Holding Registers;40327;D/G#4 TEMP. SENSOR FOR COOLER WATER BEFORE L.O. COOLER;0
Holding Registers;40328;D/G#4 DO Engine Inlet Temp;0
Holding Registers;40329;D/G#4 DO Engine Return Temp;0
Holding Registers;40330;D/G#4 HO Engine Inlet Temp;0
Holding Registers;40331;D/G#4 HO Engine Return Temp;0
Holding Registers;40333;D/G#4 Generator Voltage;0
Holding Registers;40334;D/G#4 Generator Frequency  ;0
Holding Registers;40336;D/G#4 Generator Current  ;0
Holding Registers;40338;D/G#4 Engine Power  ;0
Holding Registers;40339;D/G#4 Engine Speed;0
Holding Registers;40351;D/G#4 DO Transfer Flow;0
Holding Registers;40353;D/G#4 DO Engine Inlet Flow;0
Holding Registers;40355;D/G#4 DO Engine Return Flow;0
Holding Registers;40357;D/G#4 HO Transfer Flow;0
Holding Registers;40359;D/G#4 HO Engine Inlet Flow;0
Holding Registers;40361;D/G#4 HO Engine Return Flow;0
Holding Registers;40363;D/G#4 Engine Running hours;0
Holding Registers;40401; PRESS SENSOR FOR AIR RECEIVER;0
Holding Registers;40402; PRESS SENSOR FOR AIR RECEIVER;0
Holding Registers;40403; PRESS SENSOR FOR AIR RECEIVER;0
